object,warning,scene,interacted,participant,order
PlantSelector,no_warning,party,TRUE,13,79
LightSwitch,popup,normal,TRUE,13,80
Frame,Blur,party,TRUE,14,1
InteractablePen,red,normal,TRUE,14,2
PlantSelector,Blur,garage,TRUE,14,3
Frame,popup,open,TRUE,14,4
InteractablePen,no_warning,garage,TRUE,14,5
LightSwitch,Blur,open,TRUE,14,6
InteractablePen,no_warning,party,TRUE,14,7
PlantSelector,popup,normal,TRUE,14,8
LightSwitch,no_warning,party,TRUE,14,9
Frame,Blur,normal,TRUE,14,10
InteractablePen,popup,open,TRUE,14,11
LightSwitch,popup,garage,TRUE,14,12
PlantSelector,Blur,open,FALSE,14,13
Frame,red,garage,FALSE,14,14
PlantSelector,red,party,FALSE,14,15
LightSwitch,red,normal,TRUE,14,16
Frame,scaleDown,party,FALSE,14,17
InteractablePen,Blur,normal,TRUE,14,18
PlantSelector,no_warning,garage,TRUE,14,19
Frame,red,open,FALSE,14,20
InteractablePen,Blur,garage,TRUE,14,21
LightSwitch,popup,open,TRUE,14,22
InteractablePen,popup,party,FALSE,14,23
PlantSelector,red,normal,FALSE,14,24
LightSwitch,Blur,party,FALSE,14,25
Frame,scaleDown,normal,FALSE,14,26
InteractablePen,red,open,FALSE,14,27
LightSwitch,no_warning,garage,TRUE,14,28
PlantSelector,scaleDown,open,TRUE,14,29
Frame,Blur,garage,FALSE,14,30
PlantSelector,Blur,party,FALSE,14,31
LightSwitch,Blur,normal,FALSE,14,32
Frame,red,party,FALSE,14,33
InteractablePen,scaleDown,normal,FALSE,14,34
PlantSelector,popup,garage,TRUE,14,35
Frame,no_warning,open,TRUE,14,36
InteractablePen,red,garage,FALSE,14,37
LightSwitch,scaleDown,open,TRUE,14,38
InteractablePen,scaleDown,party,FALSE,14,39
PlantSelector,no_warning,normal,TRUE,14,40
LightSwitch,red,party,FALSE,14,41
Frame,popup,normal,TRUE,14,42
InteractablePen,scaleDown,open,FALSE,14,43
LightSwitch,Blur,garage,FALSE,14,44
PlantSelector,no_warning,open,TRUE,14,45
Frame,no_warning,garage,TRUE,14,46
PlantSelector,popup,party,TRUE,14,47
LightSwitch,scaleDown,normal,TRUE,14,48
Frame,no_warning,party,TRUE,14,49
InteractablePen,popup,normal,FALSE,14,50
PlantSelector,red,garage,FALSE,14,51
Frame,Blur,open,FALSE,14,52
InteractablePen,popup,garage,FALSE,14,53
LightSwitch,no_warning,open,TRUE,14,54
InteractablePen,Blur,party,FALSE,14,55
PlantSelector,Blur,normal,FALSE,14,56
LightSwitch,scaleDown,party,TRUE,14,57
Frame,no_warning,normal,FALSE,14,58
InteractablePen,no_warning,open,TRUE,14,59
LightSwitch,scaleDown,garage,FALSE,14,60
PlantSelector,red,open,TRUE,14,61
Frame,popup,garage,TRUE,14,62
PlantSelector,scaleDown,party,TRUE,14,63
LightSwitch,no_warning,normal,TRUE,14,64
Frame,popup,party,TRUE,14,65
InteractablePen,no_warning,normal,TRUE,14,66
PlantSelector,scaleDown,garage,TRUE,14,67
Frame,scaleDown,open,FALSE,14,68
InteractablePen,scaleDown,garage,FALSE,14,69
LightSwitch,red,open,FALSE,14,70
InteractablePen,red,party,FALSE,14,71
PlantSelector,scaleDown,normal,TRUE,14,72
LightSwitch,popup,party,TRUE,14,73
Frame,red,normal,FALSE,14,74
InteractablePen,Blur,open,FALSE,14,75
LightSwitch,red,garage,FALSE,14,76
PlantSelector,popup,open,TRUE,14,77
Frame,scaleDown,garage,TRUE,14,78
PlantSelector,no_warning,party,TRUE,14,79
LightSwitch,popup,normal,TRUE,14,80
InteractablePen,scaleDown,normal,TRUE,15,1
PlantSelector,popup,garage,TRUE,15,2
Frame,no_warning,open,FALSE,15,3
InteractablePen,red,garage,TRUE,15,4
LightSwitch,scaleDown,open,TRUE,15,5
InteractablePen,scaleDown,party,TRUE,15,6
PlantSelector,no_warning,normal,TRUE,15,7
LightSwitch,red,party,TRUE,15,8
Frame,popup,normal,FALSE,15,9
InteractablePen,scaleDown,open,TRUE,15,10
LightSwitch,Blur,garage,FALSE,15,11
PlantSelector,no_warning,open,FALSE,15,12
Frame,no_warning,garage,FALSE,15,13
PlantSelector,popup,party,TRUE,15,14
LightSwitch,scaleDown,normal,TRUE,15,15
Frame,no_warning,party,FALSE,15,16
InteractablePen,popup,normal,TRUE,15,17
PlantSelector,red,garage,FALSE,15,18
Frame,Blur,open,FALSE,15,19
InteractablePen,popup,garage,FALSE,15,20
LightSwitch,no_warning,open,TRUE,15,21
InteractablePen,Blur,party,TRUE,15,22
PlantSelector,Blur,normal,FALSE,15,23
LightSwitch,scaleDown,party,FALSE,15,24
Frame,no_warning,normal,FALSE,15,25
InteractablePen,no_warning,open,TRUE,15,26
LightSwitch,scaleDown,garage,TRUE,15,27
PlantSelector,red,open,FALSE,15,28
Frame,popup,garage,TRUE,15,29
PlantSelector,scaleDown,party,TRUE,15,30
LightSwitch,no_warning,normal,TRUE,15,31
Frame,popup,party,FALSE,15,32
InteractablePen,no_warning,normal,TRUE,15,33
PlantSelector,scaleDown,garage,TRUE,15,34
Frame,scaleDown,open,FALSE,15,35
InteractablePen,scaleDown,garage,FALSE,15,36
LightSwitch,red,open,TRUE,15,37
InteractablePen,red,party,TRUE,15,38
PlantSelector,scaleDown,normal,TRUE,15,39
LightSwitch,popup,party,FALSE,15,40
Frame,red,normal,FALSE,15,41
InteractablePen,Blur,open,TRUE,15,42
LightSwitch,red,garage,TRUE,15,43
PlantSelector,popup,open,TRUE,15,44
Frame,scaleDown,garage,FALSE,15,45
PlantSelector,no_warning,party,TRUE,15,46
LightSwitch,popup,normal,FALSE,15,47
Frame,Blur,party,TRUE,15,48
InteractablePen,red,normal,TRUE,15,49
PlantSelector,Blur,garage,FALSE,15,50
Frame,popup,open,FALSE,15,51
InteractablePen,no_warning,garage,TRUE,15,52
LightSwitch,Blur,open,FALSE,15,53
InteractablePen,no_warning,party,TRUE,15,54
PlantSelector,popup,normal,TRUE,15,55
LightSwitch,no_warning,party,TRUE,15,56
Frame,Blur,normal,FALSE,15,57
InteractablePen,popup,open,TRUE,15,58
LightSwitch,popup,garage,TRUE,15,59
PlantSelector,Blur,open,FALSE,15,60
Frame,red,garage,FALSE,15,61
PlantSelector,red,party,TRUE,15,62
LightSwitch,red,normal,TRUE,15,63
Frame,scaleDown,party,FALSE,15,64
InteractablePen,Blur,normal,TRUE,15,65
PlantSelector,no_warning,garage,TRUE,15,66
Frame,red,open,TRUE,15,67
InteractablePen,Blur,garage,TRUE,15,68
LightSwitch,popup,open,TRUE,15,69
InteractablePen,popup,party,FALSE,15,70
PlantSelector,red,normal,FALSE,15,71
LightSwitch,Blur,party,FALSE,15,72
Frame,scaleDown,normal,FALSE,15,73
InteractablePen,red,open,TRUE,15,74
LightSwitch,no_warning,garage,TRUE,15,75
PlantSelector,scaleDown,open,TRUE,15,76
Frame,Blur,garage,FALSE,15,77
PlantSelector,Blur,party,FALSE,15,78
LightSwitch,Blur,normal,FALSE,15,79
Frame,red,party,TRUE,15,80
Frame,popup,party,TRUE,16,1
InteractablePen,no_warning,normal,TRUE,16,2
PlantSelector,scaleDown,garage,TRUE,16,3
Frame,scaleDown,open,TRUE,16,4
InteractablePen,scaleDown,garage,TRUE,16,5
LightSwitch,red,open,TRUE,16,6
InteractablePen,red,party,TRUE,16,7
PlantSelector,scaleDown,normal,TRUE,16,8
LightSwitch,popup,party,TRUE,16,9
Frame,red,normal,TRUE,16,10
InteractablePen,Blur,open,TRUE,16,11
LightSwitch,red,garage,TRUE,16,12
PlantSelector,popup,open,TRUE,16,13
Frame,scaleDown,garage,TRUE,16,14
PlantSelector,no_warning,party,TRUE,16,15
LightSwitch,popup,normal,TRUE,16,16
Frame,Blur,party,TRUE,16,17
InteractablePen,red,normal,TRUE,16,18
PlantSelector,Blur,garage,TRUE,16,19
Frame,popup,open,TRUE,16,20
InteractablePen,no_warning,garage,TRUE,16,21
LightSwitch,Blur,open,TRUE,16,22
InteractablePen,no_warning,party,FALSE,16,23
PlantSelector,popup,normal,TRUE,16,24
LightSwitch,no_warning,party,TRUE,16,25
Frame,Blur,normal,TRUE,16,26
InteractablePen,popup,open,TRUE,16,27
LightSwitch,popup,garage,TRUE,16,28
PlantSelector,Blur,open,TRUE,16,29
Frame,red,garage,TRUE,16,30
PlantSelector,red,party,TRUE,16,31
LightSwitch,red,normal,TRUE,16,32
Frame,scaleDown,party,TRUE,16,33
InteractablePen,Blur,normal,FALSE,16,34
PlantSelector,no_warning,garage,TRUE,16,35
Frame,red,open,TRUE,16,36
InteractablePen,Blur,garage,FALSE,16,37
LightSwitch,popup,open,TRUE,16,38
InteractablePen,popup,party,TRUE,16,39
PlantSelector,red,normal,TRUE,16,40
LightSwitch,Blur,party,TRUE,16,41
Frame,scaleDown,normal,TRUE,16,42
InteractablePen,red,open,TRUE,16,43
LightSwitch,no_warning,garage,TRUE,16,44
PlantSelector,scaleDown,open,TRUE,16,45
Frame,Blur,garage,TRUE,16,46
PlantSelector,Blur,party,TRUE,16,47
LightSwitch,Blur,normal,TRUE,16,48
Frame,red,party,TRUE,16,49
InteractablePen,scaleDown,normal,FALSE,16,50
PlantSelector,popup,garage,TRUE,16,51
Frame,no_warning,open,TRUE,16,52
InteractablePen,red,garage,FALSE,16,53
LightSwitch,scaleDown,open,TRUE,16,54
InteractablePen,scaleDown,party,FALSE,16,55
PlantSelector,no_warning,normal,TRUE,16,56
LightSwitch,red,party,TRUE,16,57
Frame,popup,normal,TRUE,16,58
InteractablePen,scaleDown,open,FALSE,16,59
LightSwitch,Blur,garage,TRUE,16,60
PlantSelector,no_warning,open,TRUE,16,61
Frame,no_warning,garage,TRUE,16,62
PlantSelector,popup,party,TRUE,16,63
LightSwitch,scaleDown,normal,TRUE,16,64
Frame,no_warning,party,TRUE,16,65
InteractablePen,popup,normal,FALSE,16,66
PlantSelector,red,garage,TRUE,16,67
Frame,Blur,open,TRUE,16,68
InteractablePen,popup,garage,TRUE,16,69
LightSwitch,no_warning,open,TRUE,16,70
InteractablePen,Blur,party,TRUE,16,71
PlantSelector,Blur,normal,TRUE,16,72
LightSwitch,scaleDown,party,TRUE,16,73
Frame,no_warning,normal,TRUE,16,74
InteractablePen,no_warning,open,TRUE,16,75
LightSwitch,scaleDown,garage,TRUE,16,76
PlantSelector,red,open,TRUE,16,77
Frame,popup,garage,TRUE,16,78
PlantSelector,scaleDown,party,TRUE,16,79
LightSwitch,no_warning,normal,TRUE,16,80
PlantSelector,scaleDown,party,TRUE,17,1
LightSwitch,no_warning,normal,TRUE,17,2
Frame,popup,party,TRUE,17,3
InteractablePen,no_warning,normal,TRUE,17,4
PlantSelector,scaleDown,garage,TRUE,17,5
Frame,scaleDown,open,TRUE,17,6
InteractablePen,scaleDown,garage,TRUE,17,7
LightSwitch,red,open,TRUE,17,8
InteractablePen,red,party,TRUE,17,9
PlantSelector,scaleDown,normal,TRUE,17,10
LightSwitch,popup,party,TRUE,17,11
Frame,red,normal,TRUE,17,12
InteractablePen,Blur,open,TRUE,17,13
LightSwitch,red,garage,TRUE,17,14
PlantSelector,popup,open,TRUE,17,15
Frame,scaleDown,garage,TRUE,17,16
PlantSelector,no_warning,party,TRUE,17,17
LightSwitch,popup,normal,TRUE,17,18
Frame,Blur,party,TRUE,17,19
InteractablePen,red,normal,TRUE,17,20
PlantSelector,Blur,garage,TRUE,17,21
Frame,popup,open,FALSE,17,22
InteractablePen,no_warning,garage,TRUE,17,23
LightSwitch,Blur,open,TRUE,17,24
InteractablePen,no_warning,party,TRUE,17,25
PlantSelector,popup,normal,TRUE,17,26
LightSwitch,no_warning,party,TRUE,17,27
Frame,Blur,normal,FALSE,17,28
InteractablePen,popup,open,TRUE,17,29
LightSwitch,popup,garage,TRUE,17,30
PlantSelector,Blur,open,TRUE,17,31
Frame,red,garage,FALSE,17,32
PlantSelector,red,party,TRUE,17,33
LightSwitch,red,normal,TRUE,17,34
Frame,scaleDown,party,TRUE,17,35
InteractablePen,Blur,normal,TRUE,17,36
PlantSelector,no_warning,garage,TRUE,17,37
Frame,red,open,FALSE,17,38
InteractablePen,Blur,garage,TRUE,17,39
LightSwitch,popup,open,TRUE,17,40
InteractablePen,popup,party,TRUE,17,41
PlantSelector,red,normal,TRUE,17,42
LightSwitch,Blur,party,TRUE,17,43
Frame,scaleDown,normal,TRUE,17,44
InteractablePen,red,open,TRUE,17,45
LightSwitch,no_warning,garage,TRUE,17,46
PlantSelector,scaleDown,open,TRUE,17,47
Frame,Blur,garage,FALSE,17,48
PlantSelector,Blur,party,TRUE,17,49
LightSwitch,Blur,normal,TRUE,17,50
Frame,red,party,FALSE,17,51
InteractablePen,scaleDown,normal,TRUE,17,52
PlantSelector,popup,garage,TRUE,17,53
Frame,no_warning,open,FALSE,17,54
InteractablePen,red,garage,TRUE,17,55
LightSwitch,scaleDown,open,TRUE,17,56
InteractablePen,scaleDown,party,TRUE,17,57
PlantSelector,no_warning,normal,TRUE,17,58
LightSwitch,red,party,TRUE,17,59
Frame,popup,normal,FALSE,17,60
InteractablePen,scaleDown,open,TRUE,17,61
LightSwitch,Blur,garage,TRUE,17,62
PlantSelector,no_warning,open,TRUE,17,63
Frame,no_warning,garage,FALSE,17,64
PlantSelector,popup,party,TRUE,17,65
LightSwitch,scaleDown,normal,TRUE,17,66
Frame,no_warning,party,FALSE,17,67
InteractablePen,popup,normal,TRUE,17,68
PlantSelector,red,garage,TRUE,17,69
Frame,Blur,open,FALSE,17,70
InteractablePen,popup,garage,TRUE,17,71
LightSwitch,no_warning,open,TRUE,17,72
InteractablePen,Blur,party,TRUE,17,73
PlantSelector,Blur,normal,TRUE,17,74
LightSwitch,scaleDown,party,TRUE,17,75
Frame,no_warning,normal,FALSE,17,76
InteractablePen,no_warning,open,TRUE,17,77
LightSwitch,scaleDown,garage,TRUE,17,78
PlantSelector,red,open,TRUE,17,79
Frame,popup,garage,FALSE,17,80
Frame,no_warning,garage,TRUE,18,1
PlantSelector,popup,party,TRUE,18,2
LightSwitch,scaleDown,normal,TRUE,18,3
Frame,no_warning,party,TRUE,18,4
InteractablePen,popup,normal,TRUE,18,5
PlantSelector,red,garage,TRUE,18,6
Frame,Blur,open,TRUE,18,7
InteractablePen,popup,garage,TRUE,18,8
LightSwitch,no_warning,open,TRUE,18,9
InteractablePen,Blur,party,TRUE,18,10
PlantSelector,Blur,normal,TRUE,18,11
LightSwitch,scaleDown,party,TRUE,18,12
Frame,no_warning,normal,TRUE,18,13
InteractablePen,no_warning,open,TRUE,18,14
LightSwitch,scaleDown,garage,TRUE,18,15
PlantSelector,red,open,FALSE,18,16
Frame,popup,garage,TRUE,18,17
PlantSelector,scaleDown,party,TRUE,18,18
LightSwitch,no_warning,normal,TRUE,18,19
Frame,popup,party,TRUE,18,20
InteractablePen,no_warning,normal,TRUE,18,21
PlantSelector,scaleDown,garage,TRUE,18,22
Frame,scaleDown,open,TRUE,18,23
InteractablePen,scaleDown,garage,TRUE,18,24
LightSwitch,red,open,TRUE,18,25
InteractablePen,red,party,TRUE,18,26
PlantSelector,scaleDown,normal,TRUE,18,27
LightSwitch,popup,party,TRUE,18,28
Frame,red,normal,TRUE,18,29
InteractablePen,Blur,open,TRUE,18,30
LightSwitch,red,garage,TRUE,18,31
PlantSelector,popup,open,TRUE,18,32
Frame,scaleDown,garage,TRUE,18,33
PlantSelector,no_warning,party,TRUE,18,34
LightSwitch,popup,normal,TRUE,18,35
Frame,Blur,party,TRUE,18,36
InteractablePen,red,normal,TRUE,18,37
PlantSelector,Blur,garage,TRUE,18,38
Frame,popup,open,TRUE,18,39
InteractablePen,no_warning,garage,TRUE,18,40
LightSwitch,Blur,open,TRUE,18,41
InteractablePen,no_warning,party,TRUE,18,42
PlantSelector,popup,normal,TRUE,18,43
LightSwitch,no_warning,party,TRUE,18,44
Frame,Blur,normal,TRUE,18,45
InteractablePen,popup,open,TRUE,18,46
LightSwitch,popup,garage,FALSE,18,47
PlantSelector,Blur,open,TRUE,18,48
Frame,red,garage,FALSE,18,49
PlantSelector,red,party,FALSE,18,50
LightSwitch,red,normal,TRUE,18,51
Frame,scaleDown,party,FALSE,18,52
InteractablePen,Blur,normal,TRUE,18,53
PlantSelector,no_warning,garage,TRUE,18,54
Frame,red,open,FALSE,18,55
InteractablePen,Blur,garage,TRUE,18,56
LightSwitch,popup,open,TRUE,18,57
InteractablePen,popup,party,TRUE,18,58
PlantSelector,red,normal,TRUE,18,59
LightSwitch,Blur,party,TRUE,18,60
Frame,scaleDown,normal,FALSE,18,61
InteractablePen,red,open,FALSE,18,62
LightSwitch,no_warning,garage,TRUE,18,63
PlantSelector,scaleDown,open,TRUE,18,64
Frame,Blur,garage,TRUE,18,65
PlantSelector,Blur,party,TRUE,18,66
LightSwitch,Blur,normal,TRUE,18,67
Frame,red,party,FALSE,18,68
InteractablePen,scaleDown,normal,TRUE,18,69
PlantSelector,popup,garage,TRUE,18,70
Frame,no_warning,open,TRUE,18,71
InteractablePen,red,garage,FALSE,18,72
LightSwitch,scaleDown,open,TRUE,18,73
InteractablePen,scaleDown,party,TRUE,18,74
PlantSelector,no_warning,normal,TRUE,18,75
LightSwitch,red,party,FALSE,18,76
Frame,popup,normal,TRUE,18,77
InteractablePen,scaleDown,open,TRUE,18,78
LightSwitch,Blur,garage,TRUE,18,79
PlantSelector,no_warning,open,TRUE,18,80
PlantSelector,Blur,normal,TRUE,19,1
LightSwitch,scaleDown,party,TRUE,19,2
Frame,no_warning,normal,TRUE,19,3
InteractablePen,no_warning,open,TRUE,19,4
LightSwitch,scaleDown,garage,TRUE,19,5
PlantSelector,red,open,TRUE,19,6
Frame,popup,garage,TRUE,19,7
PlantSelector,scaleDown,party,TRUE,19,8
LightSwitch,no_warning,normal,TRUE,19,9
Frame,popup,party,TRUE,19,10
InteractablePen,no_warning,normal,TRUE,19,11
PlantSelector,scaleDown,garage,TRUE,19,12
Frame,scaleDown,open,TRUE,19,13
InteractablePen,scaleDown,garage,TRUE,19,14
LightSwitch,red,open,FALSE,19,15
InteractablePen,red,party,FALSE,19,16
PlantSelector,scaleDown,normal,TRUE,19,17
LightSwitch,popup,party,TRUE,19,18
Frame,red,normal,FALSE,19,19
InteractablePen,Blur,open,TRUE,19,20
LightSwitch,red,garage,FALSE,19,21
PlantSelector,popup,open,TRUE,19,22
Frame,scaleDown,garage,TRUE,19,23
PlantSelector,no_warning,party,TRUE,19,24
LightSwitch,popup,normal,TRUE,19,25
Frame,Blur,party,TRUE,19,26
InteractablePen,red,normal,FALSE,19,27
PlantSelector,Blur,garage,FALSE,19,28
Frame,popup,open,TRUE,19,29
InteractablePen,no_warning,garage,TRUE,19,30
LightSwitch,Blur,open,FALSE,19,31
InteractablePen,no_warning,party,TRUE,19,32
PlantSelector,popup,normal,TRUE,19,33
LightSwitch,no_warning,party,TRUE,19,34
Frame,Blur,normal,TRUE,19,35
InteractablePen,popup,open,FALSE,19,36
LightSwitch,popup,garage,TRUE,19,37
PlantSelector,Blur,open,FALSE,19,38
Frame,red,garage,FALSE,19,39
PlantSelector,red,party,FALSE,19,40
LightSwitch,red,normal,FALSE,19,41
Frame,scaleDown,party,FALSE,19,42
InteractablePen,Blur,normal,FALSE,19,43
PlantSelector,no_warning,garage,TRUE,19,44
Frame,red,open,FALSE,19,45
InteractablePen,Blur,garage,FALSE,19,46
LightSwitch,popup,open,TRUE,19,47
InteractablePen,popup,party,TRUE,19,48
PlantSelector,red,normal,FALSE,19,49
LightSwitch,Blur,party,FALSE,19,50
Frame,scaleDown,normal,TRUE,19,51
InteractablePen,red,open,FALSE,19,52
LightSwitch,no_warning,garage,TRUE,19,53
PlantSelector,scaleDown,open,FALSE,19,54
Frame,Blur,garage,TRUE,19,55
PlantSelector,Blur,party,FALSE,19,56
LightSwitch,Blur,normal,FALSE,19,57
Frame,red,party,FALSE,19,58
InteractablePen,scaleDown,normal,FALSE,19,59
PlantSelector,popup,garage,TRUE,19,60
Frame,no_warning,open,TRUE,19,61
InteractablePen,red,garage,FALSE,19,62
LightSwitch,scaleDown,open,FALSE,19,63
InteractablePen,scaleDown,party,FALSE,19,64
PlantSelector,no_warning,normal,TRUE,19,65
LightSwitch,red,party,FALSE,19,66
Frame,popup,normal,TRUE,19,67
InteractablePen,scaleDown,open,FALSE,19,68
LightSwitch,Blur,garage,FALSE,19,69
PlantSelector,no_warning,open,TRUE,19,70
Frame,no_warning,garage,TRUE,19,71
PlantSelector,popup,party,TRUE,19,72
LightSwitch,scaleDown,normal,FALSE,19,73
Frame,no_warning,party,TRUE,19,74
InteractablePen,popup,normal,TRUE,19,75
PlantSelector,red,garage,FALSE,19,76
Frame,Blur,open,TRUE,19,77
InteractablePen,popup,garage,TRUE,19,78
LightSwitch,no_warning,open,TRUE,19,79
InteractablePen,Blur,party,FALSE,19,80
PlantSelector,scaleDown,normal,TRUE,20,1
LightSwitch,popup,party,TRUE,20,2
Frame,red,normal,FALSE,20,3
InteractablePen,Blur,open,TRUE,20,4
LightSwitch,red,garage,FALSE,20,5
PlantSelector,popup,open,TRUE,20,6
Frame,scaleDown,garage,TRUE,20,7
PlantSelector,no_warning,party,TRUE,20,8
LightSwitch,popup,normal,TRUE,20,9
Frame,Blur,party,FALSE,20,10
InteractablePen,red,normal,FALSE,20,11
PlantSelector,Blur,garage,TRUE,20,12
Frame,popup,open,TRUE,20,13
InteractablePen,no_warning,garage,TRUE,20,14
LightSwitch,Blur,open,TRUE,20,15
InteractablePen,no_warning,party,TRUE,20,16
PlantSelector,popup,normal,TRUE,20,17
LightSwitch,no_warning,party,TRUE,20,18
Frame,Blur,normal,TRUE,20,19
InteractablePen,popup,open,TRUE,20,20
LightSwitch,popup,garage,TRUE,20,21
PlantSelector,Blur,open,TRUE,20,22
Frame,red,garage,FALSE,20,23
PlantSelector,red,party,FALSE,20,24
LightSwitch,red,normal,FALSE,20,25
Frame,scaleDown,party,TRUE,20,26
InteractablePen,Blur,normal,TRUE,20,27
PlantSelector,no_warning,garage,TRUE,20,28
Frame,red,open,FALSE,20,29
InteractablePen,Blur,garage,TRUE,20,30
LightSwitch,popup,open,TRUE,20,31
InteractablePen,popup,party,TRUE,20,32
PlantSelector,red,normal,FALSE,20,33
LightSwitch,Blur,party,TRUE,20,34
Frame,scaleDown,normal,TRUE,20,35
InteractablePen,red,open,FALSE,20,36
LightSwitch,no_warning,garage,TRUE,20,37
PlantSelector,scaleDown,open,TRUE,20,38
Frame,Blur,garage,TRUE,20,39
PlantSelector,Blur,party,TRUE,20,40
LightSwitch,Blur,normal,TRUE,20,41
Frame,red,party,FALSE,20,42
InteractablePen,scaleDown,normal,TRUE,20,43
PlantSelector,popup,garage,TRUE,20,44
Frame,no_warning,open,TRUE,20,45
InteractablePen,red,garage,FALSE,20,46
LightSwitch,scaleDown,open,TRUE,20,47
InteractablePen,scaleDown,party,TRUE,20,48
PlantSelector,no_warning,normal,TRUE,20,49
LightSwitch,red,party,TRUE,20,50
Frame,popup,normal,TRUE,20,51
InteractablePen,scaleDown,open,TRUE,20,52
LightSwitch,Blur,garage,TRUE,20,53
PlantSelector,no_warning,open,TRUE,20,54
Frame,no_warning,garage,TRUE,20,55
PlantSelector,popup,party,TRUE,20,56
LightSwitch,scaleDown,normal,TRUE,20,57
Frame,no_warning,party,TRUE,20,58
InteractablePen,popup,normal,TRUE,20,59
PlantSelector,red,garage,FALSE,20,60
Frame,Blur,open,TRUE,20,61
InteractablePen,popup,garage,TRUE,20,62
LightSwitch,no_warning,open,TRUE,20,63
InteractablePen,Blur,party,TRUE,20,64
PlantSelector,Blur,normal,TRUE,20,65
LightSwitch,scaleDown,party,TRUE,20,66
Frame,no_warning,normal,TRUE,20,67
InteractablePen,no_warning,open,TRUE,20,68
LightSwitch,scaleDown,garage,TRUE,20,69
PlantSelector,red,open,FALSE,20,70
Frame,popup,garage,TRUE,20,71
PlantSelector,scaleDown,party,TRUE,20,72
LightSwitch,no_warning,normal,TRUE,20,73
Frame,popup,party,TRUE,20,74
InteractablePen,no_warning,normal,TRUE,20,75
PlantSelector,scaleDown,garage,TRUE,20,76
Frame,scaleDown,open,TRUE,20,77
InteractablePen,scaleDown,garage,TRUE,20,78
LightSwitch,red,open,FALSE,20,79
InteractablePen,red,party,FALSE,20,80
LightSwitch,Blur,party,TRUE,21,1
Frame,scaleDown,normal,TRUE,21,2
InteractablePen,red,open,TRUE,21,3
LightSwitch,no_warning,garage,TRUE,21,4
PlantSelector,scaleDown,open,TRUE,21,5
Frame,Blur,garage,TRUE,21,6
PlantSelector,Blur,party,TRUE,21,7
LightSwitch,Blur,normal,TRUE,21,8
Frame,red,party,TRUE,21,9
InteractablePen,scaleDown,normal,TRUE,21,10
PlantSelector,popup,garage,TRUE,21,11
Frame,no_warning,open,TRUE,21,12
InteractablePen,red,garage,TRUE,21,13
LightSwitch,scaleDown,open,TRUE,21,14
InteractablePen,scaleDown,party,TRUE,21,15
PlantSelector,no_warning,normal,TRUE,21,16
LightSwitch,red,party,TRUE,21,17
Frame,popup,normal,TRUE,21,18
InteractablePen,scaleDown,open,TRUE,21,19
LightSwitch,Blur,garage,TRUE,21,20
PlantSelector,no_warning,open,TRUE,21,21
Frame,no_warning,garage,TRUE,21,22
PlantSelector,popup,party,TRUE,21,23
LightSwitch,scaleDown,normal,TRUE,21,24
Frame,no_warning,party,TRUE,21,25
InteractablePen,popup,normal,TRUE,21,26
PlantSelector,red,garage,TRUE,21,27
Frame,Blur,open,TRUE,21,28
InteractablePen,popup,garage,TRUE,21,29
LightSwitch,no_warning,open,TRUE,21,30
InteractablePen,Blur,party,TRUE,21,31
PlantSelector,Blur,normal,TRUE,21,32
LightSwitch,scaleDown,party,TRUE,21,33
Frame,no_warning,normal,TRUE,21,34
InteractablePen,no_warning,open,TRUE,21,35
LightSwitch,scaleDown,garage,TRUE,21,36
PlantSelector,red,open,TRUE,21,37
Frame,popup,garage,TRUE,21,38
PlantSelector,scaleDown,party,TRUE,21,39
LightSwitch,no_warning,normal,TRUE,21,40
Frame,popup,party,TRUE,21,41
InteractablePen,no_warning,normal,TRUE,21,42
PlantSelector,scaleDown,garage,TRUE,21,43
Frame,scaleDown,open,TRUE,21,44
InteractablePen,scaleDown,garage,TRUE,21,45
LightSwitch,red,open,TRUE,21,46
InteractablePen,red,party,TRUE,21,47
PlantSelector,scaleDown,normal,TRUE,21,48
LightSwitch,popup,party,TRUE,21,49
Frame,red,normal,TRUE,21,50
InteractablePen,Blur,open,TRUE,21,51
LightSwitch,red,garage,TRUE,21,52
PlantSelector,popup,open,TRUE,21,53
Frame,scaleDown,garage,TRUE,21,54
PlantSelector,no_warning,party,TRUE,21,55
LightSwitch,popup,normal,TRUE,21,56
Frame,Blur,party,TRUE,21,57
InteractablePen,red,normal,TRUE,21,58
PlantSelector,Blur,garage,TRUE,21,59
Frame,popup,open,TRUE,21,60
InteractablePen,no_warning,garage,TRUE,21,61
LightSwitch,Blur,open,TRUE,21,62
InteractablePen,no_warning,party,TRUE,21,63
PlantSelector,popup,normal,TRUE,21,64
LightSwitch,no_warning,party,TRUE,21,65
Frame,Blur,normal,TRUE,21,66
InteractablePen,popup,open,TRUE,21,67
LightSwitch,popup,garage,TRUE,21,68
PlantSelector,Blur,open,TRUE,21,69
Frame,red,garage,TRUE,21,70
PlantSelector,red,party,TRUE,21,71
LightSwitch,red,normal,TRUE,21,72
Frame,scaleDown,party,TRUE,21,73
InteractablePen,Blur,normal,TRUE,21,74
PlantSelector,no_warning,garage,TRUE,21,75
Frame,red,open,TRUE,21,76
InteractablePen,Blur,garage,TRUE,21,77
LightSwitch,popup,open,TRUE,21,78
InteractablePen,popup,party,TRUE,21,79
PlantSelector,red,normal,TRUE,21,80
