code;object;action;start_time;end_time;duration;object_group;warning; ; 
1674663855_546219;frame;select;334,2785;334,3761;0,0976;frame;no_warning;;
1674663855_546219;monitor;hover;334,4866;334,5977;0,1111;;no_warning;;
1674663855_546219;monitor;hover;334,6532;334,6676;0,0144;;no_warning;;
1674663855_546219;frame;hover;335,6144;342,1303;6,5159;frame;no_warning;;
1674663855_546219;frame;hover;342,2003;342,2278;0,0275;frame;no_warning;;
1674663855_546219;framepin;entering_pin_time;320,7985;344,3588;23,5603;frame;no_warning;;
1674663855_546219;stickynote;hover;349,8726;350,0262;0,1536;;no_warning;;
1674663855_546219;stickynote;select;350,0262;350,9309;0,9047;;no_warning;;
1674663855_546219;stickynote;hover;350,9872;351,2511;0,2639;;no_warning;;
1674663855_546219;stickynote;hover;351,3628;351,7108;0,348;;no_warning;;
1674663855_546219;stickynote;select;351,7108;352,602;0,8912;;no_warning;;
1674663855_546219;stickynote;hover;354,3283;354,5511;0,2228;;no_warning;;
1674663855_546219;stickynote;select;354,5511;358,4784;3,9273;;no_warning;;
1674663855_546219;stickynote;select;359,0627;361,8477;2,785;;no_warning;;
1674663855_546219;stickynote;select;362,5435;363,546;1,0025;;no_warning;;
1674663855_546219;monitor;hover;363,9913;364,2697;0,2784;;no_warning;;
1674663855_546219;monitor;hover;364,3813;364,5208;0,1395;;no_warning;;
1674663855_546219;monitor;hover;364,5345;365,0773;0,5428;;no_warning;;
1674663855_546219;monitor;hover;366,3302;366,5251;0,1949;;no_warning;;
1674663855_546219;plant_popup;hover;367,2765;368,3623;1,0858;plant;popup;;
1674663855_546219;plantselector;warningstart;368,4179;368,4456;0,0277;plant;popup;;
1674663855_546219;plantselector;warningstart;368,7938;368,8219;0,0281;plant;popup;;
1674663855_546219;plantselector;warningstart;368,8635;368,9325;0,069;plant;popup;;
1674663855_546219;plantselector;warningstart;368,9609;369,1693;0,2084;plant;popup;;
1674663855_546219;plantselector;warningstart;369,4344;369,7124;0,278;plant;popup;;
1674663855_546219;plantselector;warningstart;369,7268;370,7015;0,9747;plant;popup;;
1674663855_546219;plantselector;warningstart;370,7707;370,7989;0,0282;plant;popup;;
1674663855_546219;plantselector;warningstart;370,9251;372,0931;1,168;plant;popup;;
1674663855_546219;plantselector;warningstart;372,1074;372,3583;0,2509;plant;popup;;
1674663855_546219;plantselector;warningstart;372,4556;374,766;2,3104;plant;popup;;
1674663855_546219;plantselector;warningstart;374,78;374,8075;0,0275;plant;popup;;
1674663855_546219;plantselector;warningstart;374,836;375,1143;0,2783;plant;popup;;
1674663855_546219;plantselector;warningstart;375,2956;375,3508;0,0552;plant;popup;;
1674663855_546219;plantselector;warningstart;375,3926;376,2276;0,835;plant;popup;;
1674663855_546219;plantselector;warningstart;376,242;376,3671;0,1251;plant;popup;;
1674663855_546219;plantselector;warningstart;376,3811;376,9519;0,5708;plant;popup;;
1674663855_546219;plantselector;warningstart;377,1753;377,2448;0,0695;plant;popup;;
1674663855_546219;plantselector;select;377,8432;377,997;0,1538;plant;popup;;
1674663855_546219;plantselector;hover;368,4179;377,997;9,5791;plant;popup;;
1674663855_546219;clipboard;select;379,8496;382,0227;2,1731;;no_warning;;
1674663855_546219;easel;hover;389,0114;389,2205;0,2091;;no_warning;;
1674663855_546219;easel;hover;389,2621;389,3459;0,0838;;no_warning;;
1674663855_546219;easel;hover;389,3732;390,3065;0,9333;;no_warning;;
1674663855_546219;easel;select;390,3065;390,4736;0,1671;;no_warning;;
1674663855_546219;easel;hover;390,8486;390,9323;0,0837;;no_warning;;
1674663855_546219;easel;hover;392,2692;392,339;0,0698;;no_warning;;
1674663855_546219;easel;hover;392,4782;392,5893;0,1111;;no_warning;;
1674663855_546219;blackboardpin;beginhighlight;390,7376;400,1779;9,4403;;no_warning;;
1674663855_546219;microphone;hover;409,9392;409,9951;0,0559;;no_warning;;
1674663855_546219;microphone;hover;410,0784;410,1897;0,1113;;no_warning;;
1674663855_546219;microphone;hover;413,9626;414,6304;0,6678;;no_warning;;
1674663855_546219;microphone;hover;415,8421;415,8842;0,0421;;no_warning;;
1674663855_546219;microphone;hover;416,7613;416,9279;0,1666;;no_warning;;
1674663855_546219;microphone;hover;416,9561;417,4575;0,5014;;no_warning;;
1674663855_546219;microphone;hover;417,7635;418,1399;0,3764;;no_warning;;
1674663855_546219;microphone;hover;418,5019;418,6266;0,1247;;no_warning;;
1674663855_546219;microphone;hover;419,3646;419,3789;0,0143;;no_warning;;
1674663855_546219;microphone;select;419,3789;420,2003;0,8214;;no_warning;;
1674663855_546219;lightswitch;hover;423,9732;424,2798;0,3066;light;no_warning;;
1674663855_546219;lightswitch;hover;424,7949;425,7836;0,9887;light;no_warning;;
1674663855_546219;lightswitch;hover;426,215;426,2429;0,0279;light;no_warning;;
1674663855_546219;lightswitch;hover;426,2983;426,3405;0,0422;light;no_warning;;
1674663855_546219;lightswitch;hover;426,4098;426,438;0,0282;light;no_warning;;
1674663855_546219;lightswitch;hover;426,4796;426,4934;0,0138;light;no_warning;;
1674663855_546219;lightswitch;hover;426,5634;426,5907;0,0273;light;no_warning;;
1674663855_546219;lightswitch;hover;426,7024;427,635;0,9326;light;no_warning;;
1674663855_546219;lightswitch;hover;428,1228;429,8352;1,7124;light;no_warning;;
1674663855_546219;lightswitch;select;429,8352;430,0164;0,1812;light;no_warning;;
1674663855_546219;lightswitch;select;430,0997;430,225;0,1253;light;no_warning;;
1674663855_546219;lightswitch;select;430,5032;431,0318;0,5286;light;no_warning;;
1674663855_546219;monitor;hover;434,6664;435,3763;0,7099;;no_warning;;
1674663855_546219;monitor;select;435,3763;435,4882;0,1119;;no_warning;;
1674663855_546219;monitorpin;beginhighlight;435,5021;439,553;4,0509;;no_warning;;
1679265010_558758;monitor;hover;180,5468;184,3083;3,7615;;no_warning;;
1679265010_558758;plantselector;warningstart;187,9411;187,957;0,0159;plant;popup;;
1679265010_558758;monitor;hover;191,2548;191,2687;0,0139;;no_warning;;
1679265010_558758;monitor;hover;191,2828;191,3943;0,1115;;no_warning;;
1679265010_558758;monitor;hover;196,7713;197,0083;0,237;;no_warning;;
1679265010_558758;monitor;hover;197,0918;197,5379;0,4461;;no_warning;;
1679265010_558758;monitor;hover;197,7742;198,2199;0,4457;;no_warning;;
1679265010_558758;monitor;hover;201,6023;202,2842;0,6819;;no_warning;;
1679265010_558758;monitor;hover;206,1978;206,8661;0,6683;;no_warning;;
1679265010_558758;clipboard;select;200,2391;222,8782;22,6391;;no_warning;;
1679265010_558758;monitor;hover;223,407;223,8665;0,4595;;no_warning;;
1679265010_558758;easel;select;224,1589;224,3954;0,2365;;no_warning;;
1679265010_558758;blackboardpin;beginhighlight;187,9411;229,1008;41,1597;;no_warning;;
1679265010_558758;monitor;hover;232,5413;232,5684;0,0271;;no_warning;;
1679265010_558758;monitor;hover;232,5968;233,0697;0,4729;;no_warning;;
1679265010_558758;clipboard;select;231,7883;235,5071;3,7188;;no_warning;;
1679265010_558758;microphone;hover;237,4843;237,6091;0,1248;;no_warning;;
1679265010_558758;microphone;hover;238,3056;238,3755;0,0699;;no_warning;;
1679265010_558758;microphone;select;238,3755;238,8631;0,4876;;no_warning;;
1679265010_558758;microphone;hover;239,8929;239,9769;0,084;;no_warning;;
1679265010_558758;microphone;select;239,9769;240,0466;0,0697;;no_warning;;
1679265010_558758;monitor;hover;241,606;241,8281;0,2221;;no_warning;;
1679265010_558758;monitor;hover;241,8844;242,8589;0,9745;;no_warning;;
1679265010_558758;lightswitch;select;243,0116;243,2481;0,2365;light;no_warning;;
1679265010_558758;monitor;hover;243,4989;244,4042;0,9053;;no_warning;;
1679265010_558758;monitor;hover;245,6825;246,0878;0,4053;;no_warning;;
1679265010_558758;monitor;hover;248,859;249,8199;0,9609;;no_warning;;
1679265010_558758;clipboard;select;247,0484;251,6715;4,6231;;no_warning;;
1679265010_558758;monitor;hover;252,0332;252,5354;0,5022;;no_warning;;
1679265010_558758;monitor;hover;252,6049;252,619;0,0141;;no_warning;;
1679265010_558758;monitor;hover;253,1621;253,3014;0,1393;;no_warning;;
1679265010_558758;stickynote;hover;253,6629;253,9691;0,3062;;no_warning;;
1679265010_558758;stickynote;select;253,9691;258,3554;4,3863;;no_warning;;
1679265010_558758;monitor;hover;259,2048;259,5671;0,3623;;no_warning;;
1679265010_558758;clipboard;select;259,9015;264,0084;4,1069;;no_warning;;
1679265010_558758;monitor;hover;264,4678;264,7325;0,2647;;no_warning;;
1679265010_558758;frame;hover;265,2191;265,497;0,2779;frame;no_warning;;
1679265010_558758;frame;hover;266,1916;266,5676;0,376;frame;no_warning;;
1679265010_558758;plant_popup;hover;231,1895;268,6847;37,4952;plant;popup;;
1679265010_558758;plant_popup;open;204,011;268,6847;64,6737;plant;popup;;
1679265010_558758;plantselector;warningstart;268,9075;269,1579;0,2504;plant;popup;;
1679265010_558758;plantselector;warningstart;269,2134;269,4081;0,1947;plant;popup;;
1679265010_558758;plantselector;warningstart;269,4225;270,6743;1,2518;plant;popup;;
1679265010_558758;plantselector;warningstart;270,6879;270,7166;0,0287;plant;popup;;
1679265010_558758;plantselector;select;271,2878;271,329;0,0412;plant;popup;;
1679265010_558758;plantselector;hover;268,9075;271,329;2,4215;plant;popup;;
1679265010_558758;frame;hover;271,9846;272,1378;0,1532;frame;no_warning;;
1679265010_558758;monitor;hover;272,2493;272,389;0,1397;;no_warning;;
1679265010_558758;clipboard;select;273,2953;276,3593;3,064;;no_warning;;
1679265010_558758;monitor;hover;276,79;276,9435;0,1535;;no_warning;;
1679265010_558758;frame;hover;277,2899;281,5368;4,2469;frame;no_warning;;
1679265010_558758;frame;select;281,5368;281,5939;0,0571;frame;no_warning;;
1679265010_558758;framepin;entering_pin_time;281,6896;286,6903;5,0007;frame;no_warning;;
1679265010_558758;monitor;hover;288,9204;289,0179;0,0975;;no_warning;;
1679265010_558758;monitor;hover;289,491;290,3668;0,8758;;no_warning;;
1679265010_558758;monitor;select;290,3668;290,4097;0,0429;;no_warning;;
1679265010_558758;monitorpin;beginhighlight;290,8527;295,3079;4,4552;;no_warning;;
1679265010_558758;clipboard;select;340,6297;345,3782;4,7485;;no_warning;;
1679265010_558758;pen_popup;beginhighlight;299,1233;371,1782;72,0549;pen;popup;;
1679265010_558758;pen_popup;open;317,559;371,1782;53,6192;pen;popup;;
1679265010_558758;interactablepen;hover;371,8468;372,1812;0,3344;pen;popup;;
1679265010_558758;interactablepen;select;372,1812;375,3407;3,1595;pen;popup;;
1677085150_339164;monitor;hover;31,23599;33,06181;1,82582;;no_warning;;
1677085150_339164;clipboard;select;39,94118;42,88441;2,94323;;no_warning;;
1677085150_339164;interactablepen;hover;44,94931;45,19413;0,24482;pen;scaleDown;;
1677085150_339164;interactablepen;select;45,19413;47,47187;2,27774;pen;scaleDown;;
1677085150_339164;monitor;hover;48,43815;48,73838;0,30023;;no_warning;;
1677085150_339164;monitor;hover;49,78155;49,92574;0,14419;;no_warning;;
1677085150_339164;monitor;hover;51,22526;51,25908;0,03382;;no_warning;;
1677085150_339164;monitor;hover;51,30304;52,40072;1,09768;;no_warning;;
1677085150_339164;monitor;hover;52,83415;53,10094;0,26679;;no_warning;;
1677085150_339164;monitor;hover;53,47849;54,05652;0,57803;;no_warning;;
1677085150_339164;monitor;select;54,05652;54,12353;0,06701;;no_warning;;
1677085150_339164;monitorpin;beginhighlight;54,64455;63,25218;8,60763;;no_warning;;
1677085150_339164;easel;hover;68,43969;68,8064;0,36671;;no_warning;;
1677085150_339164;clipboard;select;55,68768;72,12752;16,43984;;no_warning;;
1677085150_339164;stickynote;hover;72,96082;73,26061;0,29979;;no_warning;;
1677085150_339164;stickynote;select;73,26061;75,91534;2,65473;;no_warning;;
1677085150_339164;plantselector;warningstart;79,36783;79,44541;0,07758;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;79,76795;79,84567;0,07772;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;79,85689;79,97911;0,12222;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;80,0013;81,63082;1,62952;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;81,75338;82,53152;0,77814;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;82,54258;83,36395;0,82137;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;83,37532;83,4977;0,12238;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;83,50854;84,95377;1,44523;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;84,96455;85,6869;0,72235;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;85,70905;86,39816;0,68911;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;86,40889;86,60905;0,20016;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;86,62035;86,85354;0,23319;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;86,96419;87,20821;0,24402;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;87,48553;88,2627;0,77717;plant;scaleDown;;
1677085150_339164;plantselector;warningstart;88,27449;88,34093;0,06644;plant;scaleDown;;
1677085150_339164;plantselector;select;89,01857;89,06257;0,044;plant;scaleDown;;
1677085150_339164;plantselector;hover;79,36783;89,06257;9,69474;plant;scaleDown;;
1677085150_339164;frame;select;77,82555;90,8179;12,99235;frame;no_warning;;
1677085150_339164;framepin;entering_pin_time;91,41692;98,43817;7,02125;frame;no_warning;;
1677085150_339164;easel;hover;103,0038;103,7036;0,6998;;no_warning;;
1677085150_339164;easel;select;103,7036;103,7179;0,0143;;no_warning;;
1677085150_339164;blackboardpin;beginhighlight;104,1811;111,4229;7,2418;;no_warning;;
1677085150_339164;clipboard;select;114,1443;116,0662;1,9219;;no_warning;;
1677085150_339164;microphone;hover;118,0866;118,1649;0,0783;;no_warning;;
1677085150_339164;microphone;select;116,2329;118,5424;2,3095;;no_warning;;
1677085150_339164;lightswitch;hover;122,532;122,5541;0,0221;light;no_warning;;
1677085150_339164;lightswitch;select;122,5541;123,1429;0,5888;light;no_warning;;
1677085150_339164;lightswitch;hover;129,2616;129,2834;0,0218;light;no_warning;;
1677085150_339164;lightswitch;select;129,2834;129,6613;0,3779;light;no_warning;;
1677085150_339164;lightswitch;select;130,1829;130,5046;0,3217;light;no_warning;;
1677526614_666585;lightswitch;hover;13,35079;13,658;0,30721;light;scaleDown;;
1677526614_666585;lightswitch;select;13,658;14,89813;1,24013;light;scaleDown;;
1677526614_666585;interactablepen;hover;15,42757;15,64914;0,22157;pen;no_warning;;
1677526614_666585;interactablepen;select;15,64914;18,19913;2,54999;pen;no_warning;;
1677526614_666585;monitor;hover;18,94975;18,99089;0,04114;;no_warning;;
1677526614_666585;frame;hover;19,06198;19,36761;0,30563;frame;scaleDown;;
1677526614_666585;plantselector;select;23,0005;23,02768;0,02718;plant;no_warning;;
1677526614_666585;plantselector;hover;18,79794;23,02768;4,22974;plant;no_warning;;
1677526614_666585;clipboard;select;25,13046;29,29521;4,16475;;no_warning;;
1677526614_666585;easel;hover;30,42238;32,21806;1,79568;;no_warning;;
1677526614_666585;easel;select;32,21806;32,41237;0,19431;;no_warning;;
1677526614_666585;blackboardpin;beginhighlight;32,77408;36,08737;3,31329;;no_warning;;
1677526614_666585;monitor;hover;39,20702;39,22137;0,01435;;no_warning;;
1677526614_666585;monitor;hover;39,80573;40,01444;0,20871;;no_warning;;
1677526614_666585;monitor;hover;46,51638;46,55816;0,04178;;no_warning;;
1677526614_666585;clipboard;select;47,18556;50,7776;3,59204;;no_warning;;
1677526614_666585;monitor;hover;51,22188;52,40567;1,18379;;no_warning;;
1677526614_666585;monitor;select;52,40567;52,53235;0,12668;;no_warning;;
1677526614_666585;monitorpin;beginhighlight;53,04569;56,68016;3,63447;;no_warning;;
1677526614_666585;clipboard;select;58,14203;62,06412;3,92209;;no_warning;;
1677526614_666585;frame;hover;63,51193;65,04623;1,5343;frame;scaleDown;;
1677526614_666585;frame;select;65,04623;65,08727;0,04104;frame;scaleDown;;
1677526614_666585;framepin;entering_pin_time;65,5724;71,67175;6,09935;frame;scaleDown;;
1677526614_666585;stickynote;hover;77,17297;77,18832;0,01535;;no_warning;;
1677526614_666585;stickynote;select;77,18832;78,66288;1,47456;;no_warning;;
1677526614_666585;stickynote;hover;79,23287;79,28871;0,05584;;no_warning;;
1677526614_666585;microphone;hover;81,47543;81,48843;0,013;;no_warning;;
1677526614_666585;microphone;hover;81,57196;81,61443;0,04247;;no_warning;;
1677526614_666585;microphone;hover;81,66912;81,7674;0,09828;;no_warning;;
1677526614_666585;microphone;hover;81,83751;82,12875;0,29124;;no_warning;;
1677526614_666585;microphone;select;82,12875;82,50503;0,37628;;no_warning;;
1678186985_737829;monitor;hover;69,18041;69,6325;0,45209;;no_warning;;
1678186985_737829;monitor;hover;70,44251;71,23246;0,78995;;no_warning;;
1678186985_737829;monitor;hover;71,7551;71,84386;0,08876;;no_warning;;
1678186985_737829;monitor;hover;72,25546;72,88689;0,63143;;no_warning;;
1678186985_737829;easel;hover;73,20923;74,14322;0,93399;;no_warning;;
1678186985_737829;monitor;hover;78,37701;78,66589;0,28888;;no_warning;;
1678186985_737829;monitor;hover;81,68661;81,84229;0,15568;;no_warning;;
1678186985_737829;clipboard;select;76,67716;83,07459;6,39743;;no_warning;;
1678186985_737829;monitor;hover;83,32974;83,34102;0,01128;;no_warning;;
1678186985_737829;clipboard;select;83,19646;83,95191;0,75545;;no_warning;;
1678186985_737829;monitor;hover;84,24086;84,38496;0,1441;;no_warning;;
1678186985_737829;clipboard;select;84,15206;84,5849;0,43284;;no_warning;;
1678186985_737829;stickynote;select;85,39613;86,64015;1,24402;;no_warning;;
1678186985_737829;stickynote;select;87,57317;88,9507;1,37753;;no_warning;;
1678186985_737829;monitor;hover;96,02521;96,32505;0,29984;;no_warning;;
1678186985_737829;stickynote;select;90,09449;105,0881;14,99361;;no_warning;;
1678186985_737829;monitor;hover;105,7213;107,0206;1,2993;;no_warning;;
1678186985_737829;monitor;hover;108,0868;108,2645;0,1777;;no_warning;;
1678186985_737829;clipboard;select;109,5085;110,3636;0,8551;;no_warning;;
1678186985_737829;lightswitch;hover;110,8301;110,9301;0,1;light;no_warning;;
1678186985_737829;lightswitch;select;110,9301;111,1524;0,2223;light;no_warning;;
1678186985_737829;monitor;hover;113,4958;113,6178;0,122;;no_warning;;
1678186985_737829;clipboard;select;115,9178;118,6824;2,7646;;no_warning;;
1678186985_737829;interactablepen;hover;119,3821;119,5934;0,2113;pen;Blur;;
1678186985_737829;monitor;hover;120,0712;120,4712;0,4;;no_warning;;
1678186985_737829;interactablepen;select;119,5934;121,6039;2,0105;pen;Blur;;
1678186985_737829;monitor;hover;122,1812;122,3032;0,122;;no_warning;;
1678186985_737829;clipboard;select;123,0145;129,0118;5,9973;;no_warning;;
1678186985_737829;monitor;select;130,3557;130,4888;0,1331;;no_warning;;
1678186985_737829;monitor;hover;130,7776;131,2435;0,4659;;no_warning;;
1678186985_737829;monitorpin;beginhighlight;131,3659;138,2522;6,8863;;no_warning;;
1678186985_737829;clipboard;select;139,874;144,7273;4,8533;;no_warning;;
1678186985_737829;easel;hover;145,6605;150,1918;4,5313;;no_warning;;
1678186985_737829;easel;select;144,8943;150,3364;5,4421;;no_warning;;
1678186985_737829;blackboardpin;beginhighlight;150,7687;155,1784;4,4097;;no_warning;;
1678186985_737829;frame;hover;158,976;161,3193;2,3433;frame;no_warning;;
1678186985_737829;plantselector;warningstart;161,5633;161,608;0,0447;plant;Blur;;
1678186985_737829;plantselector;warningstart;161,6191;161,6524;0,0333;plant;Blur;;
1678186985_737829;plantselector;warningstart;161,6745;161,7076;0,0331;plant;Blur;;
1678186985_737829;plantselector;warningstart;161,8746;161,8967;0,0221;plant;Blur;;
1678186985_737829;plantselector;warningstart;161,9191;162,1966;0,2775;plant;Blur;;
1678186985_737829;plantselector;warningstart;162,2076;163,5178;1,3102;plant;Blur;;
1678186985_737829;plantselector;warningstart;163,5287;163,5402;0,0115;plant;Blur;;
1678186985_737829;plantselector;warningstart;163,5515;165,1288;1,5773;plant;Blur;;
1678186985_737829;plantselector;warningstart;165,1513;166,4058;1,2545;plant;Blur;;
1678186985_737829;plantselector;warningstart;166,4174;166,4617;0,0443;plant;Blur;;
1678186985_737829;plantselector;warningstart;166,4728;167,2169;0,7441;plant;Blur;;
1678186985_737829;plantselector;warningstart;167,2279;167,9382;0,7103;plant;Blur;;
1678186985_737829;plantselector;warningstart;167,9604;168,049;0,0886;plant;Blur;;
1678186985_737829;plantselector;select;168,6162;168,7824;0,1662;plant;Blur;;
1678186985_737829;plantselector;hover;161,5633;168,7824;7,2191;plant;Blur;;
1678186985_737829;frame;hover;172,8912;173,2355;0,3443;frame;no_warning;;
1678186985_737829;frame;hover;173,336;174,8134;1,4774;frame;no_warning;;
1678186985_737829;frame;select;174,8134;174,859;0,0456;frame;no_warning;;
1678186985_737829;frame;hover;175,6685;175,7353;0,0668;frame;no_warning;;
1678186985_737829;frame;hover;176,1463;176,2355;0,0892;frame;no_warning;;
1678186985_737829;framepin;entering_pin_time;176,4576;182,0557;5,5981;frame;no_warning;;
1678186985_737829;microphone;hover;186,5654;186,8214;0,256;;no_warning;;
1678186985_737829;microphone;select;186,8214;187,0653;0,2439;;no_warning;;
1674623504_295689;monitor;hover;26,9689;27,03911;0,07021;;no_warning;;
1674623504_295689;monitor;hover;27,56771;27,67947;0,11176;;no_warning;;
1674623504_295689;interactablepen;halo_on;32,16413;32,27485;0,11072;pen;red;;
1674623504_295689;clipboard;select;28,65448;32,34481;3,69033;;no_warning;;
1674623504_295689;interactablepen;halo_on;32,31675;32,42781;0,11106;pen;red;;
1674623504_295689;interactablepen;halo_on;36,53408;36,92397;0,38989;pen;red;;
1674623504_295689;interactablepen;halo_on;37,24434;37,28627;0,04193;pen;red;;
1674623504_295689;interactablepen;halo_on;37,32758;37,34179;0,01421;pen;red;;
1674623504_295689;lightswitch;hover;39,34705;39,59779;0,25074;light;no_warning;;
1674623504_295689;lightswitch;select;39,59779;39,65487;0,05708;light;no_warning;;
1674623504_295689;monitor;hover;40,19645;40,2936;0,09715;;no_warning;;
1674623504_295689;monitor;hover;40,36332;40,40509;0,04177;;no_warning;;
1674623504_295689;monitor;hover;43,10511;43,2446;0,13949;;no_warning;;
1674623504_295689;monitor;hover;43,30058;43,3424;0,04182;;no_warning;;
1674623504_295689;monitor;hover;44,957;44,98466;0,02766;;no_warning;;
1674623504_295689;monitor;hover;45,16571;45,70818;0,54247;;no_warning;;
1674623504_295689;stickynote;hover;45,79166;45,94487;0,15321;;no_warning;;
1674623504_295689;stickynote;hover;46,16726;46,3906;0,22334;;no_warning;;
1674623504_295689;monitor;hover;50,09488;50,17845;0,08357;;no_warning;;
1674623504_295689;stickynote;hover;50,88803;51,30587;0,41784;;no_warning;;
1674623504_295689;plantselector;warningstart;52,68498;52,89324;0,20826;plant;red;;
1674623504_295689;plantselector;warningstart;53,32477;53,42208;0,09731;plant;red;;
1674623504_295689;plantselector;warningstart;54,06211;54,14531;0,0832;plant;red;;
1674623504_295689;plantselector;warningstart;54,54884;54,57701;0,02817;plant;red;;
1674623504_295689;plantselector;warningstart;54,59064;54,70258;0,11194;plant;red;;
1674623504_295689;plantselector;warningstart;55,03659;55,71855;0,68196;plant;red;;
1674623504_295689;plantselector;warningstart;55,74657;55,82954;0,08297;plant;red;;
1674623504_295689;plantselector;warningstart;55,99708;56,1082;0,11112;plant;red;;
1674623504_295689;plantselector;warningstart;56,13623;56,30322;0,16699;plant;red;;
1674623504_295689;plantselector;warningstart;56,31724;56,58213;0,26489;plant;red;;
1674623504_295689;plantselector;warningstart;56,5957;56,66549;0,06979;plant;red;;
1674623504_295689;plantselector;warningstart;56,70694;56,73499;0,02805;plant;red;;
1674623504_295689;plantselector;warningstart;56,76349;57,16784;0,40435;plant;red;;
1674623504_295689;plantselector;warningstart;57,29189;57,30608;0,01419;plant;red;;
1674623504_295689;plantselector;select;57,4178;57,43166;0,01386;plant;red;;
1674623504_295689;plantselector;hover;52,68498;57,43166;4,74668;plant;red;;
1674623504_295689;monitor;hover;65,27176;65,34155;0,06979;;no_warning;;
1674623504_295689;monitor;hover;65,38361;65,78754;0,40393;;no_warning;;
1674623504_295689;interactablepen;select;69,63159;72,45715;2,82556;pen;red;;
1674623504_295689;interactablepen;halo_on;69,26942;73,11124;3,84182;pen;red;;
1674623504_295689;monitor;hover;73,38973;73,76566;0,37593;;no_warning;;
1674623504_295689;easel;select;81,28503;81,3277;0,04267;;no_warning;;
1674623504_295689;monitor;hover;81,84133;82,36936;0,52803;;no_warning;;
1674623504_295689;interactablepen;halo_on;84,66708;84,91775;0,25067;pen;red;;
1674623504_295689;interactablepen;halo_on;85,82272;85,96181;0,13909;pen;red;;
1674623504_295689;interactablepen;halo_on;87,08951;87,18745;0,09794;pen;red;;
1674623504_295689;blackboardpin;beginhighlight;90,78009;106,9684;16,18831;;no_warning;;
1674623504_295689;monitor;hover;110,7008;110,7426;0,0418;;no_warning;;
1674623504_295689;monitor;hover;111,0626;111,0903;0,0277;;no_warning;;
1674623504_295689;monitor;hover;111,8847;112,5253;0,6406;;no_warning;;
1674623504_295689;monitor;select;112,5253;112,5686;0,0433;;no_warning;;
1674623504_295689;monitor;hover;115,071;115,1126;0,0416;;no_warning;;
1674623504_295689;monitor;hover;121,1281;121,1566;0,0285;;no_warning;;
1674623504_295689;monitorpin;beginhighlight;113,1377;126,4607;13,323;;no_warning;;
1674623504_295689;stickynote;hover;129,023;129,2597;0,2367;;no_warning;;
1674623504_295689;stickynote;select;129,2597;131,7237;2,464;;no_warning;;
1674623504_295689;interactablepen;halo_on;135,5939;135,7328;0,1389;pen;red;;
1674623504_295689;interactablepen;halo_on;137,0559;137,6965;0,6406;pen;red;;
1674623504_295689;interactablepen;halo_on;139,4227;143,2796;3,8569;pen;red;;
1674623504_295689;microphone;hover;146,7444;146,772;0,0276;;no_warning;;
1674623504_295689;microphone;select;146,772;146,9394;0,1674;;no_warning;;
1674623504_295689;interactablepen;halo_on;153,7216;153,7354;0,0138;pen;red;;
1674623504_295689;interactablepen;halo_on;153,7631;153,8746;0,1115;pen;red;;
1674623504_295689;interactablepen;halo_on;153,9166;155,2499;1,3333;pen;red;;
1674623504_295689;interactablepen;halo_on;155,3062;155,334;0,0278;pen;red;;
1674623504_295689;clipboard;select;156,7545;159,4279;2,6734;;no_warning;;
1674623504_295689;interactablepen;halo_on;159,971;160,0679;0,0969;pen;red;;
1674623504_295689;frame;select;162,756;162,8269;0,0709;frame;no_warning;;
1674623504_295689;interactablepen;halo_on;190,4879;190,8362;0,3483;pen;red;;
1674623504_295689;frame;select;197,0162;197,0441;0,0279;frame;no_warning;;
1674623504_295689;frame;select;198,0186;198,0465;0,0279;frame;no_warning;;
1674623504_295689;frame;select;198,5616;198,5893;0,0277;frame;no_warning;;
1674623504_295689;frame;select;201,2074;201,2485;0,0411;frame;no_warning;;
1674623504_295689;interactablepen;halo_on;201,3045;201,5272;0,2227;pen;red;;
1674623504_295689;frame;select;213,5294;213,5437;0,0143;frame;no_warning;;
1674623504_295689;interactablepen;halo_on;220,2117;221,4079;1,1962;pen;red;;
1674623504_295689;interactablepen;halo_on;222,0069;222,3834;0,3765;pen;red;;
1674623504_295689;framepin;entering_pin_time;167,6127;223,5948;55,9821;frame;no_warning;;
1674623504_295689;frame;select;225,682;225,699;0,017;frame;no_warning;;
1674623504_295689;interactablepen;halo_on;232,8262;233,0892;0,263;pen;red;;
1674623504_295689;framepin;entering_pin_time;226,5721;243,9334;17,3613;frame;no_warning;;
1680671198_151651;clipboard;hover;45,65736;48,54445;2,88709;;no_warning;;
1680671198_151651;clipboard;hover;49,06858;49,8893;0,82072;;no_warning;;
1680671198_151651;monitor;hover;52,48679;52,5205;0,03371;;no_warning;;
