code;object;action;start_time;end_time;duration;object_group;warning; ; 
1680671198_151651;clipboard;hover;52,62074;52,91047;0,28973;;no_warning;;
1680671198_151651;monitor;hover;53,44545;54,2816;0,83615;;no_warning;;
1680671198_151651;monitor;hover;54,40401;55,5059;1,10189;;no_warning;;
1680671198_151651;interactablepen;hover;56,08547;56,1415;0,05603;pen;no_warning;;
1680671198_151651;interactablepen;select;52,91047;58,70355;5,79308;pen;no_warning;;
1680671198_151651;monitor;hover;60,69718;60,83063;0,13345;;no_warning;;
1680671198_151651;monitor;hover;61,85727;61,90071;0,04344;;no_warning;;
1680671198_151651;monitor;hover;62,08704;66,56662;4,47958;;no_warning;;
1680671198_151651;monitor;select;66,56662;66,64512;0,0785;;no_warning;;
1680671198_151651;monitor;hover;69,32833;69,48431;0,15598;;no_warning;;
1680671198_151651;monitorpin;beginhighlight;70,13026;77,87117;7,74091;;no_warning;;
1680671198_151651;clipboard;hover;105,1687;105,2805;0,1118;;no_warning;;
1680671198_151651;stickynote;hover;108,0647;108,1984;0,1337;;no_warning;;
1680671198_151651;stickynote;select;108,1984;110,0692;1,8708;;no_warning;;
1680671198_151651;plantselector;select;118,8329;118,855;0,0221;plant;no_warning;;
1680671198_151651;plantselector;hover;102,3064;118,855;16,5486;plant;no_warning;;
1680671198_151651;frame_popup;hover;119,4678;122,0083;2,5405;frame;popup;;
1680671198_151651;paint;hover;122,0083;122,8104;0,8021;frame;popup;;
1680671198_151651;paint;select;122,8104;122,8449;0,0345;frame;popup;;
1680671198_151651;paint;hover;124,1247;125,1718;1,0471;frame;popup;;
1680671198_151651;framepin;entering_pin_time;125,3388;129,9272;4,5884;frame;popup;;
1680671198_151651;easel;hover;134,1244;135,6624;1,538;;no_warning;;
1680671198_151651;easel;select;135,6624;135,6974;0,035;;no_warning;;
1680671198_151651;blackboardpin;beginhighlight;136,097;140,7532;4,6562;;no_warning;;
1680671198_151651;microphone;hover;147,2126;147,5579;0,3453;;no_warning;;
1680671198_151651;microphone;hover;147,6245;147,7807;0,1562;;no_warning;;
1680671198_151651;microphone;hover;148,2929;148,3599;0,067;;no_warning;;
1680671198_151651;microphone;select;148,3599;148,6159;0,256;;no_warning;;
1680671198_151651;light_popup;hover;153,4608;153,8618;0,401;light;popup;;
1680671198_151651;lightswitch;hover;154,4966;154,619;0,1224;light;popup;;
1680671198_151651;lightswitch;select;154,619;154,7856;0,1666;light;popup;;
1675102627_501376;monitor;hover;43,34553;44,8726;1,52707;;no_warning;;
1675102627_501376;monitor;hover;46,32215;46,85115;0,529;;no_warning;;
1675102627_501376;monitor;hover;47,00451;49,97021;2,9657;;no_warning;;
1675102627_501376;lightswitch;hover;51,20939;51,29327;0,08388;light;red;;
1675102627_501376;lightswitch;halo_on;48,96773;51,4465;2,47877;light;red;;
1675102627_501376;lightswitch;hover;52,40696;52,79687;0,38991;light;red;;
1675102627_501376;lightswitch;select;52,79687;53,72947;0,9326;light;red;;
1675102627_501376;lightswitch;hover;53,84072;53,85466;0,01394;light;red;;
1675102627_501376;lightswitch;halo_on;52,42088;53,86843;1,44755;light;red;;
1675102627_501376;monitor;hover;55,7621;55,91556;0,15346;;no_warning;;
1675102627_501376;monitor;hover;55,95683;56,04067;0,08384;;no_warning;;
1675102627_501376;frame;hover;56,20743;56,44408;0,23665;frame;red;;
1675102627_501376;plantselector;select;59,82368;59,8931;0,06942;plant;no_warning;;
1675102627_501376;plantselector;hover;56,84777;59,8931;3,04533;plant;no_warning;;
1675102627_501376;frame;hover;60,68754;60,98063;0,29309;frame;red;;
1675102627_501376;interactablepen;hover;61,30082;64,38982;3,089;pen;no_warning;;
1675102627_501376;lightswitch;halo_on;63,44568;64,93343;1,48775;light;red;;
1675102627_501376;interactablepen;select;64,38982;67,24636;2,85654;pen;no_warning;;
1675102627_501376;monitor;hover;68,51326;70,25286;1,7396;;no_warning;;
1675102627_501376;easel;hover;70,47593;70,48969;0,01376;;no_warning;;
1675102627_501376;easel;hover;70,58731;70,61507;0,02776;;no_warning;;
1675102627_501376;easel;hover;70,62869;71,42255;0,79386;;no_warning;;
1675102627_501376;easel;select;71,42255;71,48042;0,05787;;no_warning;;
1675102627_501376;blackboardpin;beginhighlight;71,93734;79,33745;7,40011;;no_warning;;
1675102627_501376;monitor;hover;80,31215;80,88338;0,57123;;no_warning;;
1675102627_501376;monitor;hover;81,30133;82,37292;1,07159;;no_warning;;
1675102627_501376;monitor;hover;82,4706;83,04206;0,57146;;no_warning;;
1675102627_501376;frame;hover;83,63877;83,65231;0,01354;frame;red;;
1675102627_501376;frame;hover;83,66634;85,7403;2,07396;frame;red;;
1675102627_501376;frame;select;85,7403;85,8386;0,0983;frame;red;;
1675102627_501376;monitor;hover;89,40331;90,30836;0,90505;;no_warning;;
1675102627_501376;framepin;entering_pin_time;86,7984;96,95185;10,15345;frame;red;;
1675102627_501376;monitor;hover;98,30327;98,53979;0,23652;;no_warning;;
1675102627_501376;monitor;hover;98,98555;98,99957;0,01402;;no_warning;;
1675102627_501376;monitor;hover;99,2223;99,30585;0,08355;;no_warning;;
1675102627_501376;monitor;hover;99,38924;100,1973;0,80806;;no_warning;;
1675102627_501376;monitor;select;100,1973;100,2957;0,0984;;no_warning;;
1675102627_501376;monitor;hover;100,8794;100,9073;0,0279;;no_warning;;
1675102627_501376;monitorpin;beginhighlight;101,1858;107,6194;6,4336;;no_warning;;
1675102627_501376;stickynote;hover;110,5429;110,9747;0,4318;;no_warning;;
1675102627_501376;stickynote;select;110,9747;113,3277;2,353;;no_warning;;
1675102627_501376;microphone;hover;118,618;118,8268;0,2088;;no_warning;;
1675102627_501376;microphone;select;118,8268;119,6898;0,863;;no_warning;;
1677250787_832718;monitor;hover;190,7152;191,4152;0,7;;no_warning;;
1677250787_832718;monitor;hover;191,5488;192,3154;0,7666;;no_warning;;
1677250787_832718;monitor;hover;192,5485;208,3818;15,8333;;no_warning;;
1677250787_832718;monitor;hover;208,4151;208,6818;0,2667;;no_warning;;
1677250787_832718;monitor;hover;208,782;209,9484;1,1664;;no_warning;;
1677250787_832718;monitor;hover;210,3485;224,4224;14,0739;;no_warning;;
1677250787_832718;monitor;hover;224,4889;225,1888;0,6999;;no_warning;;
1677250787_832718;monitor;hover;225,7556;225,9554;0,1998;;no_warning;;
1677250787_832718;monitor;hover;226,3556;228,789;2,4334;;no_warning;;
1677250787_832718;monitor;hover;228,8889;233,1556;4,2667;;no_warning;;
1677250787_832718;monitor;hover;233,8556;238,2554;4,3998;;no_warning;;
1677250787_832718;monitor;hover;239,0554;241,9553;2,8999;;no_warning;;
1677250787_832718;monitor;hover;242,4554;261,7886;19,3332;;no_warning;;
1677250787_832718;monitor;hover;262,3887;262,5554;0,1667;;no_warning;;
1677250787_832718;monitor;hover;262,9887;263,0552;0,0665;;no_warning;;
1677250787_832718;interactablepen;hover;268,8218;268,8888;0,067;pen;red;;
1677250787_832718;interactablepen;select;268,8888;272,9551;4,0663;pen;red;;
1677250787_832718;interactablepen;halo_on;264,5219;273,7552;9,2333;pen;red;;
1677250787_832718;monitor;hover;274,5551;275,1218;0,5667;;no_warning;;
1677250787_832718;monitor;hover;278,4218;279,7552;1,3334;;no_warning;;
1677250787_832718;monitor;select;279,7552;279,9221;0,1669;;no_warning;;
1677250787_832718;monitor;hover;288,2553;288,7552;0,4999;;no_warning;;
1677250787_832718;monitor;hover;288,7887;289,1551;0,3664;;no_warning;;
1677250787_832718;monitorpin;beginhighlight;280,4553;300,6553;20,2;;no_warning;;
1677250787_832718;stickynote;hover;310,1214;310,4548;0,3334;;no_warning;;
1677250787_832718;stickynote;select;310,4548;314,3214;3,8666;;no_warning;;
1677250787_832718;stickynote;hover;315,1881;315,7213;0,5332;;no_warning;;
1677250787_832718;stickynote;select;315,7213;318,9215;3,2002;;no_warning;;
1677250787_832718;plantselector;warningstart;325,0881;325,155;0,0669;plant;red;;
1677250787_832718;plantselector;warningstart;325,6881;326,4883;0,8002;plant;red;;
1677250787_832718;plantselector;warningstart;326,555;327,3548;0,7998;plant;red;;
1677250787_832718;plantselector;warningstart;327,3885;328,4548;1,0663;plant;red;;
1677250787_832718;plantselector;warningstart;328,5881;330,988;2,3999;plant;red;;
1677250787_832718;plantselector;warningstart;331,0214;331,1216;0,1002;plant;red;;
1677250787_832718;plantselector;warningstart;331,1882;331,588;0,3998;plant;red;;
1677250787_832718;plantselector;warningstart;331,6212;331,655;0,0338;plant;red;;
1677250787_832718;plantselector;warningstart;331,8546;333,2214;1,3668;plant;red;;
1677250787_832718;plantselector;warningstart;333,255;339,1545;5,8995;plant;red;;
1677250787_832718;plantselector;warningstart;339,2213;339,5547;0,3334;plant;red;;
1677250787_832718;plantselector;warningstart;340,3213;340,5547;0,2334;plant;red;;
1677250787_832718;plantselector;warningstart;340,7545;343,1884;2,4339;plant;red;;
1677250787_832718;plantselector;select;344,0552;344,2881;0,2329;plant;red;;
1677250787_832718;plantselector;hover;325,0881;344,2881;19,2;plant;red;;
1677250787_832718;frame;select;356,1544;356,4544;0,3;frame;no_warning;;
1677250787_832718;framepin;entering_pin_time;356,9877;363,6877;6,7;frame;no_warning;;
1677250787_832718;frame;select;366,0207;366,0565;0,0358;frame;no_warning;;
1677250787_832718;framepin;entering_pin_time;367,721;378,3209;10,5999;frame;no_warning;;
1677250787_832718;frame;select;380,3874;380,4233;0,0359;frame;no_warning;;
1677250787_832718;framepin;entering_pin_time;381,5541;385,3209;3,7668;frame;no_warning;;
1677250787_832718;frame;select;386,954;387,0874;0,1334;frame;no_warning;;
1677250787_832718;frame;select;399,1872;399,4539;0,2667;frame;no_warning;;
1677250787_832718;framepin;entering_pin_time;387,7541;401,4209;13,6668;frame;no_warning;;
1677250787_832718;frame;select;404,2205;404,2871;0,0666;frame;no_warning;;
1677250787_832718;framepin;entering_pin_time;404,9872;443,6869;38,6997;frame;no_warning;;
1677250787_832718;microphone;hover;482,1863;483,3862;1,1999;;no_warning;;
1677250787_832718;microphone;select;483,3862;484,9529;1,5667;;no_warning;;
1677250787_832718;lightswitch;hover;491,6529;492,8861;1,2332;light;no_warning;;
1677250787_832718;lightswitch;select;492,8861;493,2862;0,4001;light;no_warning;;
1677250787_832718;clipboard;select;499,4196;499,4861;0,0665;;no_warning;;
1677250787_832718;easel;hover;506,8527;506,9529;0,1002;;no_warning;;
1677250787_832718;easel;hover;507,1862;508,6528;1,4666;;no_warning;;
1677250787_832718;easel;select;508,6528;508,7195;0,0667;;no_warning;;
1677250787_832718;blackboardpin;beginhighlight;509,8195;515,7528;5,9333;;no_warning;;
1677250787_832718;clipboard;select;543,5856;545,9191;2,3335;;no_warning;;
1677250787_832718;frame;select;557,8858;558,0538;0,168;frame;no_warning;;
1677250787_832718;clipboard;select;562,5522;564,4522;1,9;;no_warning;;
1677250787_832718;framepin;entering_pin_time;567,9189;574,619;6,7001;frame;no_warning;;
1678399864_79943;monitor;hover;87,31804;87,6972;0,37916;;no_warning;;
1678399864_79943;monitor;hover;89,93778;90,30534;0,36756;;no_warning;;
1678399864_79943;monitor;hover;90,34987;90,43923;0,08936;;no_warning;;
1678399864_79943;monitor;hover;91,3306;92,61192;1,28132;;no_warning;;
1678399864_79943;stickynote;select;94,11491;98,26981;4,1549;;no_warning;;
1678399864_79943;stickynote;select;98,89369;99,09433;0,20064;;no_warning;;
1678399864_79943;stickynote;select;99,43949;99,94067;0,50118;;no_warning;;
1678399864_79943;frame;hover;102,2201;102,4207;0,2006;frame;red;;
1678399864_79943;frame;hover;102,4651;103,8366;1,3715;frame;red;;
1678399864_79943;monitor;hover;104,0931;104,4061;0,313;;no_warning;;
1678399864_79943;easel;hover;104,928;105,7863;0,8583;;no_warning;;
1678399864_79943;lightswitch;halo_on;108,9061;109,9421;1,036;light;red;;
1678399864_79943;stickynote;select;109,4854;116,6453;7,1599;;no_warning;;
1678399864_79943;monitor;hover;118,1819;118,3825;0,2006;;no_warning;;
1678399864_79943;monitor;hover;121,3894;121,5011;0,1117;;no_warning;;
1678399864_79943;monitor;hover;122,5257;122,882;0,3563;;no_warning;;
1678399864_79943;frame;hover;123,5047;123,8727;0,368;frame;red;;
1678399864_79943;monitor;hover;123,9958;124,1745;0,1787;;no_warning;;
1678399864_79943;easel;hover;124,3635;127,5717;3,2082;;no_warning;;
1678399864_79943;easel;hover;127,9727;128,4738;0,5011;;no_warning;;
1678399864_79943;easel;select;129,8656;129,9114;0,0458;;no_warning;;
1678399864_79943;blackboardpin;beginhighlight;130,4003;152,653;22,2527;;no_warning;;
1678399864_79943;clipboard;select;156,7073;161,3519;4,6446;;no_warning;;
1678399864_79943;monitor;hover;162,254;162,3985;0,1445;;no_warning;;
1678399864_79943;monitor;hover;162,6976;162,7535;0,0559;;no_warning;;
1678399864_79943;monitor;hover;163,0211;163,0323;0,0112;;no_warning;;
1678399864_79943;lightswitch;hover;163,5667;163,6222;0,0555;light;red;;
1678399864_79943;lightswitch;select;163,6222;164,0568;0,4346;light;red;;
1678399864_79943;lightswitch;halo_on;163,4222;164,2458;0,8236;light;red;;
1678399864_79943;monitor;hover;166,6186;166,7189;0,1003;;no_warning;;
1678399864_79943;monitor;hover;168,6789;170,5727;1,8938;;no_warning;;
1678399864_79943;clipboard;select;167,5429;170,9846;3,4417;;no_warning;;
1678399864_79943;plantselector;select;181,2194;181,4421;0,2227;plant;no_warning;;
1678399864_79943;plantselector;hover;172,1198;181,4421;9,3223;plant;no_warning;;
1678399864_79943;frame;hover;187,9575;189,9741;2,0166;frame;red;;
1678399864_79943;frame;select;189,9741;190,0411;0,067;frame;red;;
1678399864_79943;framepin;entering_pin_time;190,5859;196,6891;6,1032;frame;red;;
1678399864_79943;monitor;hover;201,0006;201,2569;0,2563;;no_warning;;
1678399864_79943;monitor;hover;202,3035;202,8607;0,5572;;no_warning;;
1678399864_79943;monitor;select;202,8607;203,0164;0,1557;;no_warning;;
1678399864_79943;monitorpin;beginhighlight;203,4172;208,6631;5,2459;;no_warning;;
1678399864_79943;interactablepen;hover;212,7843;213,1411;0,3568;pen;no_warning;;
1678399864_79943;interactablepen;hover;213,7645;214,0989;0,3344;pen;no_warning;;
1678399864_79943;lightswitch;halo_on;213,5531;214,6781;1,125;light;red;;
1678399864_79943;interactablepen;select;214,0989;224,1646;10,0657;pen;no_warning;;
1678399864_79943;microphone;hover;230,0127;230,3022;0,2895;;no_warning;;
1678399864_79943;microphone;hover;231,004;231,0376;0,0336;;no_warning;;
1678399864_79943;microphone;hover;231,0485;231,7616;0,7131;;no_warning;;
1678399864_79943;microphone;select;231,7616;232,1067;0,3451;;no_warning;;
1677612284_502091;monitor;hover;46,03809;47,71256;1,67447;;no_warning;;
1677612284_502091;monitor;select;47,71256;47,72617;0,01361;;no_warning;;
1677612284_502091;monitorpin;beginhighlight;48,88166;60,0086;11,12694;;no_warning;;
1677612284_502091;clipboard;hover;62,12341;62,55856;0,43515;;no_warning;;
1677612284_502091;frame;select;62,55856;73,93105;11,37249;frame;no_warning;;
1677612284_502091;frame;select;90,48693;90,49815;0,01122;frame;no_warning;;
1677612284_502091;frame;select;91,85735;91,9017;0,04435;frame;no_warning;;
1677612284_502091;framepin;entering_pin_time;76,7254;94,50856;17,78316;frame;no_warning;;
1677612284_502091;frame;select;95,51153;95,56822;0,05669;frame;no_warning;;
1677612284_502091;framepin;entering_pin_time;96,00161;102,2145;6,21289;frame;no_warning;;
1677612284_502091;easel;hover;107,0819;107,0931;0,0112;;no_warning;;
1677612284_502091;easel;hover;107,1154;108,3073;1,1919;;no_warning;;
1677612284_502091;easel;select;108,3073;108,3884;0,0811;;no_warning;;
1677612284_502091;blackboardpin;beginhighlight;109,0314;112,8842;3,8528;;no_warning;;
1677612284_502091;plantselector;warningstart;116,1452;116,1675;0,0223;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,1896;116,2567;0,0671;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,2675;116,3013;0,0338;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,3127;116,3572;0,0445;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,3901;116,4017;0,0116;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,4458;116,5018;0,056;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,5576;116,7916;0,234;plant;scaledown;;
1677612284_502091;plantselector;warningstart;116,8024;117,7943;0,9919;plant;scaledown;;
1677612284_502091;plantselector;warningstart;117,8168;118,4949;0,6781;plant;scaledown;;
1677612284_502091;plantselector;warningstart;118,506;118,996;0,49;plant;scaledown;;
1677612284_502091;plantselector;warningstart;119,1969;119,2623;0,0654;plant;scaledown;;
1677612284_502091;plantselector;warningstart;119,2844;119,3179;0,0335;plant;scaledown;;
1677612284_502091;plantselector;warningstart;119,3621;119,5183;0,1562;plant;scaledown;;
1677612284_502091;plantselector;warningstart;119,5517;119,6851;0,1334;plant;scaledown;;
1677612284_502091;plantselector;select;120,2205;120,2537;0,0332;plant;scaledown;;
1677612284_502091;plantselector;hover;116,1452;120,2537;4,1085;plant;scaledown;;
1677612284_502091;lightswitch;hover;123,9304;123,953;0,0226;light;no_warning;;
1677612284_502091;lightswitch;hover;124,1202;124,2423;0,1221;light;no_warning;;
1677612284_502091;lightswitch;hover;124,5324;124,7105;0,1781;light;no_warning;;
1677612284_502091;lightswitch;select;124,7105;124,9441;0,2336;light;no_warning;;
1677612284_502091;stickynote;hover;130,567;130,8444;0,2774;;no_warning;;
1677612284_502091;stickynote;select;130,8444;131,0895;0,2451;;no_warning;;
1677612284_502091;stickynote;select;131,2676;135,7339;4,4663;;no_warning;;
1677612284_502091;stickynote;select;136,0793;136,1348;0,0555;;no_warning;;
1677612284_502091;microphone;hover;139,5209;139,6098;0,0889;;no_warning;;
1677612284_502091;microphone;select;139,6098;139,9777;0,3679;;no_warning;;
1677612284_502091;clipboard;hover;144,0643;144,2092;0,1449;;no_warning;;
1678735828_458814;monitor;hover;166,221;166,9002;0,6792;;no_warning;;
1678735828_458814;clipboard;select;168,9305;171,818;2,8875;;no_warning;;
1678735828_458814;lightswitch;hover;173,3584;173,387;0,0286;light;red;;
1678735828_458814;lightswitch;select;173,387;173,5528;0,1658;light;red;;
1678735828_458814;lightswitch;halo_on;173,1232;173,7331;0,6099;light;red;;
1678735828_458814;clipboard;select;175,443;177,5672;2,1242;;no_warning;;
1678735828_458814;lightswitch;halo_on;178,1226;178,372;0,2494;light;red;;
1678735828_458814;interactablepen;hover;178,3446;178,4003;0,0557;pen;no_warning;;
1678735828_458814;lightswitch;halo_on;178,9003;179,0524;0,1521;light;red;;
1678735828_458814;interactablepen;hover;178,8722;179,0807;0,2085;pen;no_warning;;
1678735828_458814;interactablepen;select;179,0807;184,7041;5,6234;pen;no_warning;;
1678735828_458814;monitor;hover;186,2036;186,3564;0,1528;;no_warning;;
1678735828_458814;monitor;hover;191,41;191,7018;0,2918;;no_warning;;
1678735828_458814;monitor;hover;192,2993;192,3961;0,0968;;no_warning;;
1678735828_458814;clipboard;select;193,1318;198,8517;5,7199;;no_warning;;
1678735828_458814;easel;hover;199,2675;200,8925;1,625;;no_warning;;
1678735828_458814;easel;select;200,8925;200,9211;0,0286;;no_warning;;
1678735828_458814;blackboardpin;beginhighlight;201,8365;207,3212;5,4847;;no_warning;;
1678735828_458814;clipboard;select;209,404;214,9293;5,5253;;no_warning;;
1678735828_458814;plantselector;select;221,1353;221,1773;0,042;plant;no_warning;;
1678735828_458814;plantselector;hover;215,9689;221,1773;5,2084;plant;no_warning;;
1678735828_458814;frame;hover;223,0795;223,8158;0,7363;frame;red;;
1678735828_458814;monitor;hover;224,0102;224,1356;0,1254;;no_warning;;
1678735828_458814;clipboard;select;225,4407;230,9668;5,5261;;no_warning;;
1678735828_458814;monitor;hover;231,5221;231,5484;0,0263;;no_warning;;
1678735828_458814;frame;hover;231,8955;231,9234;0,0279;frame;red;;
1678735828_458814;frame;hover;232,3822;233,3392;0,957;frame;red;;
1678735828_458814;frame;select;233,3392;233,367;0,0278;frame;red;;
1678735828_458814;framepin;entering_pin_time;234,0747;241,9472;7,8725;frame;red;;
1678735828_458814;monitor;hover;243,5175;243,5729;0,0554;;no_warning;;
1678735828_458814;clipboard;select;244,1008;248,1824;4,0816;;no_warning;;
1678735828_458814;monitor;hover;248,7657;249,4046;0,6389;;no_warning;;
1678735828_458814;monitor;select;249,4046;249,6951;0,2905;;no_warning;;
1678735828_458814;monitorpin;beginhighlight;250,0279;254,4442;4,4163;;no_warning;;
1678735828_458814;clipboard;select;255,1933;258,3731;3,1798;;no_warning;;
1678735828_458814;clipboard;select;259,4698;259,5951;0,1253;;no_warning;;
1678735828_458814;stickynote;hover;261,0111;261,22;0,2089;;no_warning;;
1678735828_458814;stickynote;select;261,22;264,3854;3,1654;;no_warning;;
1678735828_458814;clipboard;select;266,1481;268,8842;2,7361;;no_warning;;
1678735828_458814;microphone;hover;271,3408;271,3686;0,0278;;no_warning;;
1678735828_458814;microphone;select;271,3686;271,7161;0,3475;;no_warning;;
1674582559_945016;monitor;hover;46,43698;47,65907;1,22209;;no_warning;;
1674582559_945016;monitor;hover;50,79361;50,97663;0,18302;;no_warning;;
1674582559_945016;monitor;hover;51,13565;51,48878;0,35313;;no_warning;;
1674582559_945016;frame;hover;51,63553;52,66392;1,02839;frame;scaleDown;;
1674582559_945016;frame;hover;55,29715;55,73965;0,4425;frame;scaleDown;;
1674582559_945016;monitor;hover;56,11646;56,14091;0,02445;;no_warning;;
1674582559_945016;clipboard;select;56,73479;61,17964;4,44485;;no_warning;;
1674582559_945016;clipboard;select;61,38039;62,01588;0,63549;;no_warning;;
1674582559_945016;frame;hover;65,00471;65,1794;0,17469;frame;scaleDown;;
1674582559_945016;frame;hover;65,18773;65,19648;0,00875;frame;scaleDown;;
1674582559_945016;frame;hover;65,22968;66,69257;1,46289;frame;scaleDown;;
1674582559_945016;easel;hover;67,87064;68,7057;0,83506;;no_warning;;
1674582559_945016;easel;select;68,7057;69,43305;0,72735;;no_warning;;
1674582559_945016;blackboardpin;beginhighlight;53,38219;78,20441;24,82222;;no_warning;;
1674582559_945016;monitor;hover;79,70022;79,8928;0,19258;;no_warning;;
1674582559_945016;monitor;hover;80,11801;80,33525;0,21724;;no_warning;;
1674582559_945016;frame;hover;80,88653;81,07879;0,19226;frame;scaleDown;;
1674582559_945016;monitor;hover;82,93365;83,13411;0,20046;;no_warning;;
1674582559_945016;lightswitch;hover;84,2534;84,33665;0,08325;light;scaleDown;;
1674582559_945016;lightswitch;hover;85,78255;85,80747;0,02492;light;scaleDown;;
1674582559_945016;lightswitch;hover;86,30018;86,36652;0,06634;light;scaleDown;;
1674582559_945016;lightswitch;select;86,36652;86,77612;0,4096;light;scaleDown;;
1674582559_945016;monitor;hover;88,44671;90,93584;2,48913;;no_warning;;
1674582559_945016;frame;hover;91,56155;91,6206;0,05905;frame;scaleDown;;
1674582559_945016;stickynote;hover;91,88774;92,11423;0,22649;;no_warning;;
1674582559_945016;stickynote;select;92,11423;93,66637;1,55214;;no_warning;;
1674582559_945016;monitor;hover;94,41859;94,62801;0,20942;;no_warning;;
1674582559_945016;stickynote;hover;95,00377;95,24598;0,24221;;no_warning;;
1674582559_945016;stickynote;select;95,24598;96,82475;1,57877;;no_warning;;
1674582559_945016;monitor;hover;97,19278;97,4772;0,28442;;no_warning;;
1674582559_945016;monitor;hover;97,76926;98,41254;0,64328;;no_warning;;
1674582559_945016;frame;hover;99,88231;99,97421;0,0919;frame;scaleDown;;
1674582559_945016;plantselector;select;109,6465;109,688;0,0415;plant;no_warning;;
1674582559_945016;plantselector;hover;100,2991;109,688;9,3889;plant;no_warning;;
1674582559_945016;monitor;hover;115,9383;116,2058;0,2675;;no_warning;;
1674582559_945016;frame;hover;116,4896;117,19;0,7004;frame;scaleDown;;
1674582559_945016;frame;select;117,19;117,2234;0,0334;frame;scaleDown;;
1674582559_945016;framepin;entering_pin_time;117,7739;125,677;7,9031;frame;scaleDown;;
1674582559_945016;monitor;hover;130,4488;131,0503;0,6015;;no_warning;;
1674582559_945016;monitor;select;131,0503;131,1092;0,0589;;no_warning;;
1674582559_945016;monitorpin;beginhighlight;131,1172;136,2876;5,1704;;no_warning;;
1674582559_945016;interactablepen;hover;140,5066;140,6984;0,1918;pen;no_warning;;
1674582559_945016;interactablepen;select;140,6984;142,5703;1,8719;pen;no_warning;;
1674582559_945016;microphone;hover;147,1396;147,3403;0,2007;;no_warning;;
1674582559_945016;microphone;select;147,3403;147,4653;0,125;;no_warning;;
1674811334_315888;monitor;hover;114,6967;120,0235;5,3268;;no_warning;;
1674811334_315888;clipboard;hover;120,0235;120,1628;0,1393;;no_warning;;
1674811334_315888;monitor;hover;120,1628;125,2752;5,1124;;no_warning;;
1674811334_315888;clipboard;hover;125,5259;126,6258;1,0999;;no_warning;;
1674811334_315888;clipboard;select;126,6258;127,7532;1,1274;;no_warning;;
1674811334_315888;clipboard;select;129,2567;178,4583;49,2016;;no_warning;;
1674811334_315888;monitor;hover;179,1266;179,4609;0,3343;;no_warning;;
1674811334_315888;easel;hover;179,4885;179,9065;0,418;;no_warning;;
1674811334_315888;easel;hover;179,99;180,0179;0,0279;;no_warning;;
1674811334_315888;easel;hover;180,1286;180,2681;0,1395;;no_warning;;
1674811334_315888;easel;hover;180,4216;180,7278;0,3062;;no_warning;;
1674811334_315888;monitor;hover;188,7056;188,7888;0,0832;;no_warning;;
1674811334_315888;monitor;hover;188,8587;189,0259;0,1672;;no_warning;;
1674811334_315888;monitor;hover;189,4018;189,6242;0,2224;;no_warning;;
1674811334_315888;easel;hover;226,3508;228,3422;1,9914;;no_warning;;
1674811334_315888;easel;select;228,3422;228,523;0,1808;;no_warning;;
1674811334_315888;easel;hover;234,2726;234,5096;0,237;;no_warning;;
1674811334_315888;blackboardpin;beginhighlight;228,9402;235,3725;6,4323;;no_warning;;
1674811334_315888;easel;hover;234,6212;235,3725;0,7513;;no_warning;;
1674811334_315888;lightswitch;hover;242,5703;242,724;0,1537;light;scaleDown;;
1674811334_315888;lightswitch;hover;243,4201;244,6312;1,2111;light;scaleDown;;
1674811334_315888;lightswitch;hover;261,9232;262,1039;0,1807;light;scaleDown;;
1674811334_315888;lightswitch;hover;262,2851;262,4384;0,1533;light;scaleDown;;
1674811334_315888;lightswitch;select;262,4384;263,1617;0,7233;light;scaleDown;;
1674811334_315888;monitor;hover;269,9411;270,2055;0,2644;;no_warning;;
1674811334_315888;stickynote;hover;271,6816;272,5871;0,9055;;no_warning;;
1674811334_315888;stickynote;select;272,5871;277,39;4,8029;;no_warning;;
1674811334_315888;stickynote;hover;274,6325;277,766;3,1335;;no_warning;;
1674811334_315888;monitor;hover;280,801;281,3998;0,5988;;no_warning;;
1674811334_315888;monitor;hover;283,1266;284,1283;1,0017;;no_warning;;
1674811334_315888;monitor;hover;284,5186;284,6569;0,1383;;no_warning;;
1674811334_315888;plantselector;select;288,4997;288,6252;0,1255;plant;no_warning;;
1674811334_315888;plantselector;hover;286,5916;288,6252;2,0336;plant;no_warning;;
1674811334_315888;monitor;hover;291,8555;291,9808;0,1253;;no_warning;;
1674811334_315888;monitor;hover;292,12;293,2062;1,0862;;no_warning;;
1674811334_315888;monitor;hover;299,6654;300,543;0,8776;;no_warning;;
1674811334_315888;frame;select;302,0603;302,2412;0,1809;frame;scaleDown;;
1674811334_315888;framepin;entering_pin_time;302,7836;308,6876;5,904;frame;scaleDown;;
1674811334_315888;frame;select;312,2513;312,3484;0,0971;frame;scaleDown;;
1674811334_315888;framepin;entering_pin_time;312,6554;319,9647;7,3093;frame;scaleDown;;
1674811334_315888;monitor;hover;321,8441;322,4429;0,5988;;no_warning;;
1674811334_315888;monitor;hover;322,6655;322,9715;0,306;;no_warning;;
